x,y
6070932015,1
2188246437,1
2428754331,1
3793418032,0
777581501,1
1165721046,0
7540360544,0
8295026787,1
5093049639,1
7873730597,1
6562414000,0
3035995166,0
9375890616,0
222248601,1
751412336,0
5795695688,0
7241124988,0
5858031079,1
6195032468,0
3363916786,0
2126646136,0
4510681837,1
900804919,1
6073302919,1
1105756645,1
3127942396,0
8504654557,1
3730805697,1
4244614025,1
1987535508,0
3804256352,0
370541886,0
563844268,0
6973714372,0
7741419304,0
3598933055,1
4770566508,0
896186830,0
6155891915,1
2020779578,0
3786609519,1
1132207471,1
4734071345,1
4351954736,0
2006399085,1
7756392879,1
7668135419,1
6909398178,0
6131008444,0
8364239794,0
6025095128,0
2240899871,1
5159868250,0
456911478,0
6083803327,1
7612344464,0
7293019769,1
7830906501,1
8311837374,0
4843228305,1
6557599684,0
4167841146,0
3657776251,1
402657689,1
5538680115,1
5889759498,0
2439466520,0
922318897,1
107611254,0
8117172822,0
1652578443,1
7985168971,1
775393358,0
1163566739,1
901294179,1
8118891479,1
7618231321,1
5041970148,0
558944844,0
3346068327,1
5657277064,0
3682798704,0
3226886483,1
6728724847,1
8898649517,1
9332111095,1
2464633717,1
4126981479,1
3831719941,1
9982932801,1
8780094037,1
6960123225,1
6609602142,0
9244578226,0
6596464660,0
2864629759,1
7705893468,0
3564807747,1
1007763699,1
9590493762,0
9663524480,0
1175784545,1
380225895,1
2428345083,1
1624218306,0
663584301,1
6429314406,0
568323505,1
7534570820,0
4388686419,1
9085623183,1
6016918419,1
9920357226,0
6723149965,1
4299582504,0
7931820553,1
3304441309,1
3176999249,1
5320428002,0
7107126472,0
3016152729,1
4868524410,0
4421170302,0
9095554890,0
7228040923,1
3144936168,0
8986673761,1
9308524870,0
7618920478,0
3469823437,1
6982454048,0
6766145637,1
9475162016,0
7984011530,0
3687623503,1
2303166627,1
7394011852,0
8968874547,1
2224667492,0
3330188450,0
7118616697,1
2918205410,0
3026404734,0
7630604548,0
2226540507,1
8901644756,0
9453593276,0
3503582149,1
1098097136,0
3502946616,0
3323331546,0
7228637281,1
6792690142,0
9693350587,1
8841897817,1
1066227,1
1001837003,1
5999318027,1
5936543009,1
2349745062,0
182702911,1
2575475121,1
1902168043,1
2214087552,0
7667566852,0
9019297085,1
1209533570,0
1571567953,1
9811514207,1
3334333132,0
9554817255,1
6798791562,0
4973123778,0
3633103592,0
4140707398,0
8032786229,1
3533314411,1
3511446626,0
7854676087,1
1473080092,0
5699460802,0
6110960218,0
9112286923,1
6133859102,0
3649955339,1
7799936106,0
9471913931,1
9878838637,1
6152496011,1
1734054534,0
6865289534,0
9153127418,0
9769569876,0
8914098641,1
2580225007,1
4780114971,1
1123132091,1
2441434585,1
3961752583,1
1071489159,1
6749639387,1
7284231711,1
6124964644,0
7063437742,0
3211673820,0
9595146502,0
6629752679,1
6152259639,1
4965393571,1
832120802,0
1060873722,0
687952228,0
2305767570,0
158731506,0
636652095,1
6279774125,1
9280894853,1
611737960,0
2527864851,1
5076444204,0
516125042,0
3983388681,1
1390223293,1
4493747939,1
9559839164,0
303423966,0
2685073636,0
9646176916,0
367049493,1
6351403334,0
877005067,1
4310121671,1
4714879771,1
3071429870,0
9203790189,1
7794286690,0
201208135,1
2767155213,1
2393063831,1
1325026737,1
4972803433,1
6299595712,0
9666974512,0
218053704,0
6405629905,1
2929495706,0
7222488440,0
9693882663,1
8999350015,1
9445455015,1
2831145865,1
2007542739,1
7894796374,0
7227161139,1
6360582568,0
1974817146,0
310661627,1
8748102778,0
3912811958,0
516990016,0
8640878608,0
9097908435,1
3304273346,0
9816530178,0
9557430670,0
5134233688,0
2001246834,0
8458630144,0
3898502396,0
9928065123,1
6875380077,1
7498841224,0
264146680,0
8021638952,0
7643700343,1
5202422995,1
7882242217,1
3368146699,1
7661515383,1
6950447025,1
7733802898,0
3027409288,0
5357030451,1
6141796100,0
3150819224,0
898909978,0
533499036,0
7940769632,0
3099941926,0
3058166363,1
3357444535,1
9746171070,0
2967879252,0
2314855562,0
5176647589,1
8029123927,1
8013620528,0
3424196864,0
5633019380,0
2017017051,1
1339141797,1
2821414467,1
782424368,0
4983797985,1
9063101505,1
8353966904,0
530129932,0
6834589124,0
1099198224,0
5345616942,0
6188063089,1
9512476760,0
4832841927,1
7920316244,0
2793866934,0
5583660215,1
5147267028,0
733607336,0
1230363330,0
5516638489,1
946624711,1
4218962704,0
4637369680,0
5752964861,1
4684394406,0
3075866106,0
5436242291,1
2064779906,0
9720633872,0
7514193728,0
5312628778,0
6545557194,0
3166344587,1
3180071897,1
7657595921,1
4774123221,1
241723156,0
9469964420,0
9304257247,1
2096094190,0
1498565509,1
9696553049,1
7066732025,1
6884619951,1
6831601774,0
5322575471,1
6027921982,0
8231167991,1
8783475305,1
567588209,1
8070979941,1
5793272762,0
2033540275,1
4981800152,0
8369569808,0
682154192,0
6156506657,1
3333489367,1
6274600419,1
2993243701,1
965833549,1
7198743198,0
3081900436,0
2295911965,1
7348643637,1
8982183712,0
8026282266,0
5288887845,1
208685780,0
8929183736,0
1075347599,1
4451875663,1
9080496473,1
7255649013,1
6040059385,1
5614818198,0
538092651,1
7208232619,1
8110701636,0
131661360,0
5151660341,1
5675343641,1
3024080171,1
6250857179,1
9727989335,1
3657465376,0
5354632053,1
2298274686,0
551936976,0
7792352844,0
1398905653,1
8081636515,1
3013538348,0
9843342593,1
5229198336,0
9522765318,0
5599149962,0
8060498113,1
5022521569,1
9036570474,0
5171909210,0
1896226778,0
5021244451,1
8253809335,1
1193705823,1
1860223875,1
2492304298,0
4488187896,0
3929349668,0
4013899691,1
1765628114,0
3710339764,0
8752146868,0
4149993291,1
4955799200,0
3547527611,1
5816399120,0
8513614503,1
2234142073,1
404794725,1
1867353254,0
261839299,1
6641731878,0
7430709598,0
8558655411,1
6388066226,0
6956799413,1
4502897109,1
8422995274,0
3641688460,0
378148499,1
7829239187,1
5688942898,0
6577527321,1
1387520200,0
7566651006,0
9665211659,1
8211174345,1
6841275730,0
4676768867,1
5611940692,0
4800499656,0
7419700058,0
1509415970,0
3223214175,1
7279491959,1
4746549593,1
1928592487,1
914184891,1
4145409109,1
4220206531,1
5537733193,1
5014857414,0
7368864799,1
9940832003,1
5550061923,1
578517868,0
2650883444,0
9939288565,1
2043301330,0
696247971,1
9372454296,0
6587648170,0
9937549366,0
9588011317,1
9899180352,0
1006160028,0
9077868944,0
3157915392,0
6679280785,1
2819916365,1
6835962099,1
1801542548,0
667840328,0
8462243604,0
8422808128,0
8148596379,1
7683144888,0
1667684862,0
5566093934,0
9060244697,1
9800463728,0
6534508783,1
3750835586,0
7422067662,0
2492485547,1
9421173628,0
9916717357,1
4064261405,1
1052200899,1
6042923739,1
8734864320,0
9088893815,1
1779412196,0
5182991894,0
4115358112,0
1131724944,0
9447149404,0
5507025323,1
4134462741,1
939974140,0
7337093786,0
6251127463,1
1421010698,0
1664242317,1
6585431966,0
2804927558,0
6261513315,1
2380054633,1
607639142,0
6643208395,1
7099912237,1
3685990707,1
2594316930,0
4616381452,0
4130149425,1
1840621227,1
8154730503,1
2017265180,0
5629278881,1
8787330056,0
740991576,0
8439764537,1
775125028,0
6146572806,0
6385510337,1
1116528129,1
6242889663,1
1751917566,0
5943365112,0
1058936508,0
8715020838,0
5786830153,1
6754732114,0
6951157476,0
5773253926,0
1096049477,1
8023481064,0
8778339813,1
8534218044,0
8874656250,0
8481608637,1
3619982298,0
1677193157,1
383298851,1
7310843833,1
5777165188,0
2418998832,0
1252919459,1
6533276082,0
1889332638,0
8265518263,1
2587277154,0
1361472156,0
1010132621,1
5136139066,0
6290663481,1
2291469159,1
6886418258,0
6969490023,1
2066029218,0
2424083595,1
1775057796,0
1942299541,1
9060053706,0
824703861,1
7862882192,0
5237247938,0
1698508984,0
3287128698,0
3278435059,1
5528689700,0
1692996478,0
8775238649,1
2857419143,1
3151922627,1
8203053076,0
4510580426,0
3662748298,0
9392996201,1
6380095057,1
8477756199,1
1614049359,1
8533181763,1
8297560559,1
7043808108,0
9149848495,1
8290989157,1
379921080,0
3746389019,1
5042934148,0
8084065839,1
4924808488,0
8031023990,0
9115330830,0
54269041,1
7691643634,0
6134209125,1
1445397746,0
8872656462,0
7006093539,1
4455908128,0
8964760041,1
7753356082,0
8994343500,0
2776144817,1
1656617160,0
5914646840,0
4923809883,1
6016986377,1
3485247169,1
8301045113,1
5502038938,0
4580848867,1
9175592277,1
4423402015,1
7817014197,1
2290808074,0
1226240496,0
2636973535,1
543733361,1
5335505181,1
9276166726,0
3586915402,0
8803316782,0
7423503004,0
4615269424,0
9065241693,1
555959084,0
1019423674,0
727931895,1
1242877864,0
6457332472,0
6813442428,0
219783487,1
2633012311,1
6893493016,0
5879634637,1
4040770670,0
2989461614,0
4880044765,1
8810875727,1
4751117548,0
2834235214,0
5446697223,1
547022973,1
9289401636,0
8694102103,1
9369584269,1
4770810221,1
340345677,1
2484865587,1
3793154290,0
909025008,0
1376704317,1
4631310316,0
6180383173,1
2007155322,0
3872835804,0
7803708689,1
620024971,1
4106517703,1
5847996818,0
1482164688,0
1204313045,1
7444007638,0
2773779984,0
9704033555,1
8219160468,0
2092337675,1
9084289044,0
4934350344,0
8118389142,0
980592142,0
8655515938,0
4491773990,0
5413446316,0
4892763781,1
8322092268,0
9197054026,0
1860680317,1
6022859267,1
7144364065,1
3602927092,0
1156853183,1
393703859,1
5169828229,1
251721112,0
205364495,1
3681887309,1
43846361,1
4646923112,0
7771858133,1
1243028995,1
4216634281,1
2330215396,0
9674311228,0
3448770128,0
9895015729,1
7916377383,1
3960629510,0
6758664477,1
7553440285,1
5456284551,1
3092940964,0
775539403,1
9051358772,0
8330703840,0
9190711490,0
6637710131,1
9902809404,0
2681894506,0
1080523766,0
472397149,1
7843058081,1
6510100638,0
6454838872,0
8879400138,0
6045905327,1
905948655,1
7156264618,0
4272063684,0
8733283914,0
6799217273,1
7610494260,0
7315301579,1
7646896465,1
6257305500,0
4044367402,0
9378769215,1
9238994673,1
3461606398,0
126042388,0
6162907199,1
9003045691,1
5511661093,1
8195289470,0
9984999423,1
6888514577,1
3105763846,0
3257331058,0
2850185548,0
9429846692,0
8039596453,1
8550096482,0
2638013462,0
8202753528,0
502027938,0
5413302084,0
5279631997,1
8149862403,1
8871150006,0
8994231336,0
3081779347,1
9144425017,1
3569449115,1
5636573088,0
9431973684,0
354005333,1
3073181220,0
9349666557,1
6338004088,0
9087191838,0
851774990,0
9456260445,1
3624185524,0
5135555036,0
9136865412,0
3895957174,0
6205693708,0
6873797320,0
5634206396,0
5757167,1
5194460630,0
6314091166,0
257076723,1
7447367706,0
7296117706,0
5320277947,1
3928573056,0
5319876106,0
2436229043,1
4756999972,0
9979007028,0
6731763293,1
4474110054,0
6891793436,0
5579878861,1
2624460110,0
1667971528,0
3948977098,0
8120222361,1
3232473074,0
9832689831,1
3834857425,1
2381852812,0
2900827871,1
3349545565,1
6674729659,1
737227996,0
7015718014,0
1587959724,0
9007200280,0
5052802869,1
8501777377,1
6923705884,0
6180475239,1
71215644,0
2882050955,1
3830726226,0
3856517344,0
8798851276,0
2057205761,1
408043747,1
1965281465,1
7101496248,0
2767461972,0
2465157593,1
2420361284,0
6635253857,1
5241218838,0
8640377119,1
2681115427,1
539385674,0
7966137929,1
1505701548,0
3779629466,0
1388735769,1
1763022886,0
5503428609,1
7522907513,1
7576120751,1
4602320058,0
367163780,0
3012862081,1
6059487702,0
8412637021,1
7232033614,0
3609148261,1
8952821130,0
6594918619,1
2939122404,0
3821025869,1
8385565538,0
1215314790,0
5611942243,1
1317342739,1
2296011787,1
1994224029,1
2359620518,0
7374235803,1
9597479975,1
5599002833,1
4596212285,1
6162909318,0
1474150836,0
9119514128,0
1616612583,1
4066430658,0
3129024137,1
9988048367,1
1090306679,1
554903411,1
3486638415,1
9604993910,0
6821573012,0
6360057117,1
8993691993,1
1826840834,0
2203259655,1
9889519087,1
8736962787,1
6649384980,0
5747469660,0
2267665008,0
462180707,1
5976838883,1
203078356,0
3151827756,0
828399777,1
8599592096,0
4837169498,0
5478680363,1
5754276957,1
5950139749,1
3593499804,0
4278531653,1
6264993882,0
9583243547,1
3578599010,0
3440490556,0
871429951,1
9886060898,0
6948067804,0
3796389822,0
9072455835,1
6650816769,1
8980334399,1
866580287,1
229680803,1
9580463922,0
4349828939,1
4176708612,0
4426768243,1
1675117864,0
4481691672,0
650230826,0
6582792006,0
6996331526,0
8849275014,0
3452230598,0
2544394651,1
4951454057,1
5847462079,1
9476824764,0
6947472342,0
4902518107,1
6693959671,1
7181208246,0
2982892849,1
5696446954,0
182705188,0
5881645969,1
575884075,1
7568861301,1
6037286440,0
9139765365,1
827037905,1
2484357131,1
5459611502,0
9577838635,1
4300601,1
1230990891,1
6647283941,1
5388880498,0
4164555629,1
5652720272,0
9517639126,0
7747421679,1
9283335619,1
5506970063,1
2091016835,1
4202060711,1
1704869108,0
9032840940,0
6103265680,0
5767589238,0
8311366249,1
8036614067,1
6774688156,0
3006858143,1
9372076614,0
4434204100,0
4349872383,1
1714675920,0
3222451675,1
4099663465,1
8469100764,0
9365030649,1
2346489409,1
5760098798,0
9179079378,0
3829639102,0
3262724094,0
6790468461,1
983071350,0
8213200929,1
4337978547,1
1265982419,1
5453825252,0
8845824743,1
1982817018,0
5795773639,1
8187206434,0
6950337386,0
7212069066,0
5275316259,1
1508883575,1
7660313525,1
6395675328,0
7724337730,0
5876349070,0
6593836285,1
5798457854,0
9503044853,1
5428379763,1
2396331849,1
7042297922,0
5538819609,1
4658113733,1
2093128270,0
9693970481,1
1429991114,0
8886144303,1
4308800462,0
386924891,1
5119328779,1
9109758994,0
4837442421,1
1820581954,0
2801378564,0
2153672154,0
502855653,1
8078348616,0
9151077500,0
1047160450,0
2855306485,1
9001454440,0
488176053,1
9347943561,1
5545437154,0
7118081706,0
9735932170,0
9666255413,1
9868440702,0
7124168699,1
6915210337,1
8819517033,1
33566054,0
9309799938,0
7604194920,0
3198385996,0
9913884,0
9351909495,1
5900723671,1
1957922433,1
2020393025,1
1956750149,1
6901082702,0
7892224001,1
7451191044,0
4907500780,0
3310434929,1
3776901983,1
5079782544,0
6974112869,1
9263482862,0
4501630487,1
5522357203,1
5192479955,1
907889608,0
628518503,1
686609842,0
5059811965,1
9756169925,1
5346227557,1
6288700713,1
4283643219,1
1292561474,0
4057440987,1
2948227402,0
1682425439,1
6874477224,0
2015483068,0
948457875,1
9402177673,1
7462501133,1
3709007761,1
5098758343,1
59585735,1
1712071479,1
742533786,0
6153764527,1
6367655395,1
3064236484,0
7571171867,1
7496270529,1
9217122438,0
5204754001,1
3798584878,0
9515885944,0
7798790603,1
8979852695,1
2949972829,1
8048258921,1
107476998,0
9471248624,0
7965534408,0
8415928213,1
3941198221,1
6074214111,1
3735378515,1
5652905367,1
6543387182,0
7224425823,1
4613612567,1
8751694367,1
4163718951,1
1943077754,0
8729583218,0
7075312469,1
7452137882,0
760946868,0
1569729420,0
5371766388,0
3881060337,1
5216351464,0
8369618337,1
237408183,1
9730689112,0
5043200306,0
5238265518,0
9807813599,1
3660012362,0
1949855524,0
1860314443,1
1040928575,1
2394798681,1
3391756047,1
5555515524,0
4484155619,1
538546138,0
5999064507,1
5609984300,0
847501560,0
9585223199,1
4937262268,0
7899731061,1
6907391633,1
7632656501,1
5076159934,0
2984742801,1
3238257103,1
6831515942,0
3396168481,1
3060247318,0
2309987975,1
751554883,1
8055440667,1
3579202764,0
7869044923,1
5839691301,1
7534695777,1
6156140647,1
2697668960,0
4874062277,1
106857348,0
855315707,1
9138875482,0
5115053597,1
4150078548,0
9265858550,0
4085541737,1
2035508558,0
7281517360,0
6282959069,1
9450037253,1
36833164,0
7833281012,0
3213691729,1
6230089665,1
1108176393,1
7162788058,0
8286063454,0
5161265565,1
9822215414,0
7078706671,1
7594369754,0
2415929754,0
5583971606,0
4497208037,1
8889819883,1
6008711799,1
6531208921,1
9101675937,1
1967773185,1
9691075420,0
3842172516,0
4247763516,0
1518123767,1
8981886348,0
756052404,0
8082978869,1
8250636379,1
744019882,0
7958431582,0
9841103652,0
9933269436,0
2848244441,1
2983201382,0
9769369198,0
865956796,0
8936604146,0
1523197154,0
344886608,0
707517341,1
2188592581,1
2823286552,0
8681819243,1
4343289957,1
8788675588,0
2272263211,1
2063083075,1
4277152350,0
2912564218,0
8839296380,0
7411763361,1
8410745711,1
2067607676,0
3605034172,0
9325750798,0
3145611397,1
9024104711,1
349955057,1
7708823760,0
2912178600,0
6939845811,1
9825762085,1
3064827512,0
8087528283,1
6891902428,0
3871021575,1
8216265289,1
4673646936,0
2750476428,0
8468921386,0
9048178760,0
8458137103,1
6070306254,0
6803203822,0
2780618090,0
8395019390,0
6930212045,1
8354410453,1
1127492742,0
5225876847,1
2929121708,0
5711307269,1
2554618111,1
8641250897,1
9864093281,1
99589615,1
498211027,1
9707060262,0
8094816246,0
3262395210,0
7961397791,1
5071084675,1
2803417698,0
750613287,1
1215877225,1
5612860478,0
9328987601,1
5161687305,1
6309217462,0
3953831504,0
2858528957,1
1966109444,0
9014120505,1
5730544982,0
2937875992,0
4480950345,1
1830195451,1
180577316,0
5156016601,1
3371395108,0
9201843755,1
6102334317,1
198408904,0
5546342720,0
9218433944,0
2268984760,0
5489694257,1
2716799817,1
4508672559,1
2032042612,0
3697110275,1
8571908644,0
930880878,0
2555258886,0
9525726359,1
2648771038,0
2596638634,0
5242442070,0
2264845214,0
8386390738,0
1020748321,1
5971138027,1
5495422624,0
5773425884,0
9439237232,0
6969299687,1
1274053811,1
7647088640,0
4437167769,1
953178363,1
455409073,1
3791070757,1
8089896799,1
2616086612,0
8350183994,0
5039951704,0
4475000164,0
5493718687,1
9453819032,0
7799478758,0
6112747960,0
9836547557,1
4302482882,0
6173204065,1
4214044096,0
1915519875,1
4033215917,1
2467721062,0
1077951500,0
7791861268,0
5739188049,1
6737588950,0
8610773728,0
6310064229,1
5680767263,1
8921619513,1
4337619553,1
3131536764,0
7515150390,0
1880619853,1
2547118380,0
2023543276,0
880788556,0
6148888446,0
5208263157,1
5436773421,1
6874214935,1
9612703832,0
4965151120,0
6270206625,1
5435941742,0
1758038431,1
7736087613,1
2442701977,1
4408824774,0
734976321,1
3411292652,0
5825217288,0
7830305251,1
3265353705,1
9223280214,0
3628346684,0
5975798192,0
613463276,0
7006889123,1
2056112876,0
6322694357,1
7904924204,0
9177830016,0
6633787401,1
3673198789,1
5626992319,1
5677713645,1
2716698417,1
4675509895,1
444169837,1
402995960,0
5349762009,1
2721446717,1
314527635,1
602612563,1
9868310522,0
4741118516,0
5257877753,1
4265634159,1
5465505891,1
3857576078,0
2057599859,1
2349791208,0
7268714835,1
7577992480,0
4185621086,0
93131152,0
613809244,0
6421415220,0
4523168203,1
1078929304,0
2553653736,0
4793954886,0
4885549783,1
6659952989,1
6185278086,0
7166414554,0
1118385483,1
5610765539,1
5529715726,0
5334005035,1
5650594439,1
4283702930,0
4441787945,1
6769150246,0
5228177997,1
4443665967,1
9455613487,1
7299239357,1
9399955053,1
9456293477,1
3571683720,0
244993395,1
6723688510,0
8557126825,1
8688699812,0
1736672207,1
8946249397,1
4049822086,0
8609506866,0
3567255359,1
5940619452,0
3944808293,1
6514181120,0
3629725528,0
5168228218,0
4542152281,1
5799224917,1
1816215779,1
5759481949,1
3461871410,0
1156719552,0
8252008358,0
8853510936,0
228704186,0
8106815931,1
9935570094,0
5831945489,1
2949854882,0
1695423694,0
4061192324,0
8289412282,0
8513588746,0
9226360733,1
8058562049,1
2006734850,0
793076596,0
5195624425,1
2653247045,1
4960897753,1
8807576345,1
1043122906,0
4071166103,1
9279160762,0
6824654609,1
9472994157,1
4912306225,1
4550871000,0
4431415116,0
7634247648,0
3694000858,0
3464835162,0
3434856499,1
8837557868,0
2079557508,0
5452148141,1
5411408235,1
2491134805,1
6821339325,1
9617391161,1
4796596442,0
8771818519,1
6546718275,1
3386449230,0
2879779058,0
7538531988,0
6808069971,1
3441091210,0
7947682259,1
414057820,0
3006903095,1
8005976387,1
3211286311,1
5396758205,1
6898886087,1
9369008740,0
4814573690,0
6281536307,1
3953902365,1
8068756279,1
3586102635,1
3645485040,0
2153098453,1
7910536021,1
5947476075,1
5366126829,1
5555979788,0
8952563091,1
3544934691,1
4853283292,0
1884845567,1
6935809560,0
4972201760,0
8927761432,0
7394686202,0
4899561507,1
3125200429,1
617891726,0
5613421753,1
9918306891,1
8226657552,0
5521664293,1
5748963419,1
3654587859,1
8397149885,1
9700739512,0
3911931051,1
6752132601,1
5978551581,1
73593075,1
4679133343,1
3436107809,1
1050456763,1
3161691924,0
7805923762,0
718985521,1
8922422160,0
4400954909,1
396156114,0
30609515,1
2465445159,1
4711897048,0
6377826853,1
3494618870,0
6394335058,0
2774861931,1
7659263362,0
9157367826,0
777617076,0
8629977005,1
4322345600,0
6696246291,1
7919342988,0
9732253283,1
6899191673,1
5309134052,0
4225852321,1
6766298449,1
6997356650,0
2888882492,0
3199298370,0
5769968543,1
2494933730,0
1228397869,1
9670667339,1
7532126741,1
3697374531,1
1760085977,1
2665593325,1
6503485053,1
6393721890,0
7736177150,0
6607995350,0
7816665111,1
9496999187,1
1874466922,0
6089161217,1
4486369414,0
4452009303,1
4348548225,1
1677960618,0
3726045100,0
9570744701,1
8936497369,1
6103009942,0
3358609894,0
5708383731,1
8364513031,1
71685677,1
208031776,0
4330813955,1
2213307196,0
1237521541,1
8862619997,1
1651594390,0
2424083605,1
4816947851,1
175787641,1
3727427970,0
6371008206,0
7278440164,0
1714526737,1
6716050096,0
9536775648,0
7093474086,0
6305074210,0
7507980636,0
2850366248,0
515453995,1
6507837833,1
1471197430,0
771529136,0
7899996547,1
8726081210,0
3295606454,0
8524726815,1
509377632,0
4690586074,0
4754360537,1
3693713550,0
3356865531,1
7590924651,1
2223409111,1
5503606486,0
7265153039,1
2117925576,0
7233548233,1
4910541780,0
1540424963,1
8570084218,0
4292157041,1
6195827897,1
6395404050,0
1439521368,0
3173099772,0
7535872688,0
8507058194,0
4983280207,1
3619092022,0
4681385063,1
8473610623,1
3685557396,0
1012976561,1
151312764,0
1156782117,1
1473711049,1
198757758,0
9166256485,1
9766173056,0
7193593294,0
6736961785,1
746675296,0
9668326113,1
9358473946,0
171461883,1
3695097285,1
7517034318,0
2559175209,1
2509244673,1
4250130361,1
9955160397,1
781929181,1
2095306643,1
2219983089,1
7639265490,0
724116727,1
7827398470,0
3744623505,1
6562603932,0
3178433820,0
4210726892,0
7185821274,0
464736946,0
9902408855,1
554673593,1
5445898341,1
4775799307,1
2085303831,1
2239302581,1
4843415977,1
5492567148,0
5269485342,0
7726338168,0
2398227766,0
9536005894,0
4843597229,1
9406681500,0
552106910,0
7823038867,1
6804417237,1
6906187597,1
94301675,1
4576661132,0
2596015239,1
1003398729,1
423592215,1
5129085165,1
4671646967,1
7259142179,1
9169834913,1
1146481927,1
2188078853,1
3610920043,1
991629582,0
7484913139,1
2015323355,1
6971230099,1
3447761226,0
8561540174,0
2057523125,1
6700392522,0
7511658857,1
3211024710,0
3641244012,0
7325643598,0
126940630,0
1956088036,0
8889876386,0
1794446689,1
1554536021,1
451212197,1
494034354,0
9904492674,0
2296216005,1
6278132126,0
2932873098,0
5109747607,1
9233929834,0
3204118629,1
2001574651,1
3252606830,0
2572776389,1
762590410,0
6336138400,0
2740541865,1
782880043,1
1441992629,1
6483959547,1
7752072083,1
9638239016,0
2420474196,0
4257406571,1
6473483913,1
9305725757,1
6214863581,1
9930906972,0
4553595806,0
7040521741,1
6895492356,0
3082672519,1
2894703473,1
2770496298,0
7048965897,1
1706222367,1
3866306687,1
1128334060,0
2708668898,0
9948394342,0
990845918,0
5564301489,1
9594402266,0
9759918660,0
132310502,0
3409912553,1
6037794804,0
1927003341,1
9396838610,0
2595928078,0
438957245,1
9601673569,1
1103241342,0
7453525501,1
847601377,1
4103947861,1
5695359510,0
7101518835,1
9800646268,0
3840535236,0
957763602,0
4321787733,1
9581729951,1
5042378168,0
1395482287,1
7238728163,1
7967271773,1
6801446433,1
6323102002,0
5668540376,0
8185631172,0
2615400009,1
8270116993,1
1019161949,1
4163185402,0
5417856213,1
4658187604,0
5814072603,1
9824453365,1
4641174103,1
1242638808,0
4090698930,0
1351150011,1
2510168529,1
6278603864,0
6938262313,1
148561845,1
2214322727,1
7647263789,1
5529513988,0
4658247007,1
7273514596,0
8992129444,0
1978606248,0
1288530535,1
4278981466,0
1471280488,0
477659102,0
8501424725,1
1935089163,1
4542932101,1
151786635,1
8118623323,1
9613376611,1
7459211554,0
4082399993,1
9283853466,0
4492667540,0
3744124783,1
4873809380,0
6045020326,0
8419299277,1
8285304999,1
614220711,1
7870654857,1
1489334894,0
2165662864,0
6799677797,1
3371422318,0
9548208114,0
7426089659,1
15383360,0
4697935420,0
2841390684,0
7778130509,1
8845491615,1
1373424643,1
4485027124,0
2288710313,1
1592587071,1
997042496,0
5362355456,0
3298652358,0
5548993657,1
215683073,1
2319979613,1
7915026451,1
714171578,0
713136734,0
8453793390,0
8649080509,1
3106765142,0
